model,model_key,path,rmse,mae,r2,train_seconds,predict_seconds,cv_used,cv_splits,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_r2_mean,cv_r2_std
XGBoost,xgb,Path 1,1.174394312631455,0.895826922970388,0.7489136028983062,19.787954568862915,0.030019283294677734,True,5,1.2039477557612883,0.021848501171428628,0.9199966652278843,0.009706169944269264,0.7394816489160967,0.008256466862541334
XGBoost,xgb,Path 2,1.1878062604601989,0.9063617761983133,0.7924897415714885,22.58288860321045,0.02585124969482422,True,5,1.2268186625789324,0.021936319688715046,0.9372895231714269,0.010321832025112969,0.7800076847396836,0.008491989361629834
